time,uol,wol,uol_block,wol_block,upi,wpi,upi_block,wpi_block,upid,wpid,upid_block,wpid_block,r
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0.001,0,0.001,0,0.101,0,0.101,0,1
1.1,1,0,1,0,0.003,0,0.003,0,0.003,0,0.003,0,1
1.2,1,0.2,1,0.2,0.0049998,0.0002,0.0049998,0.0002,0.00295979999999999,0.0202,0.00295979999999999,0.0202,1
1.3,1,0.594,1,0.594,0.006998606,0.000994,0.006998606,0.000994,0.00489980600000001,0.040394,0.00489980600000001,0.040394,1
1.4,1,1.17214,1,1.17214,0.0089948519,0.0027601,0.0089948519,0.0027601,0.00684143589999999,0.0601661,0.00684143589999999,0.0601661,1
1.5,1,1.920937,1,1.920937,0.0109862389406,0.0058528594,0.0109862389406,0.0058528594,0.0087446768206,0.0795090394,0.0087446768206,0.0795090394,1
1.6,1,2.823592862,1,2.823592862,0.012969790028822,0.010596052378,0.012969790028822,0.010596052378,0.010609478780822,0.098424622578,0.010609478780822,0.098424622578,1
1.7,1,3.86036612074,1,3.86036612074,0.0149419180068491,0.0172759695949,0.0149419180068491,0.0172759695949,0.0124366000399251,0.1169155910289,0.0124366000399251,0.1169155910289,1
1.8,1,5.0089996059054,1,5.0089996059054,0.0168985066302112,0.0261354070430218,0.0168985066302112,0.0261354070430218,0.0142267999674337,0.134985548806362,0.0142267999674337,0.134985548806362,1
1.9,1,6.24519469087689,1,6.24519469087689,0.0188350027527849,0.0373684703832528,0.0188350027527849,0.0373684703832528,0.0159808227521199,0.152639032919701,0.0159808227521199,0.152639032919701,1
2,1,7.54312213125995,1,7.54312213125995,0.0207465179744746,0.05111630792705,0.0207465179744746,0.05111630792705,0.0176993974163631,0.169881564417238,0.0176993974163631,0.169881564417238,1
2.1,1,8.8759588156758,1,8.8759588156758,0.0226279377987542,0.0674638677933487,0.0226279377987542,0.0674638677933487,0.0193832381618386,0.186719676055295,0.0193832381618386,0.186719676055295,1
2.2,1,10.2164393325077,1,10.2164393325077,0.0244740361759224,0.0864377550384268,0.0244740361759224,0.0864377550384268,0.0210330447162668,0.203160916226255,0.0210330447162668,0.203160916226255,1
2.3,1,11.537411065758,1,11.537411065758,0.0262795931777875,0.108005243096478,0.0262795931777875,0.108005243096478,0.0226495026735802,0.219213829368137,0.0226495026735802,0.219213829368137,1
2.4,1,12.8123815724942,1,12.8123815724942,0.0280395134635949,0.132074471096196,0.0280395134635949,0.132074471096196,0.0242332838265381,0.234887913551245,0.0242332838265381,0.234887913551245,1
2.5,1,14.0160472604999,1,14.0160472604999,0.0297489431575177,0.15849583498093,0.0297489431575177,0.15849583498093,0.0257850464909979,0.25019355639034,0.0257850464909979,0.25019355639034,1
2.6,1,15.1247928701011,1,15.1247928701011,0.0314033827662111,0.187064556325699,0.0314033827662111,0.187064556325699,0.0273054358211118,0.265141950855834,0.0273054358211118,0.265141950855834,1
2.7,1,16.1171519567522,1,16.1171519567522,0.0329987938210904,0.217524388795013,0.0329987938210904,0.217524388795013,0.0287950841147945,0.279744992946479,0.0287950841147945,0.279744992946479,1
2.8,1,16.9742194548277,1,16.9742194548277,0.0345316970334897,0.249572398805711,0.0345316970334897,0.249572398805711,0.0302546111088951,0.294015163531338,0.0302546111088952,0.294015163531338,1
2.9,1,17.6800084584345,1,17.6800084584345,0.0359992599000573,0.282864734626647,0.0359992599000573,0.282864734626647,0.0316846242636103,0.307965396964092,0.0316846242636103,0.307965396964092,1
3,1,18.2217445589456,1,18.2217445589456,0.0373993718881069,0.317023277323778,0.0373993718881069,0.317023277323778,0.0330857190357876,0.321608939312309,0.0330857190357876,0.321608939312309,1
3.1,1,18.590092405581,1,18.590092405581,0.0387307055627026,0.351643048080547,0.0387307055627026,0.351643048080547,0.034458479140891,0.334959199224127,0.034458479140891,0.334959199224127,1
3.2,1,18.7793105767266,1,18.7793105767266,0.0399927622847317,0.386300229890295,0.0399927622847317,0.386300229890295,0.0358034768035258,0.348029594571639,0.0358034768035258,0.348029594571639,1
3.3,1,18.7873323361452,1,18.7873323361452,0.0411859014070543,0.420560647787063,0.0411859014070543,0.420560647787063,0.0371212729965491,0.360833398062577,0.0371212729965491,0.360833398062577,1
3.4,1,18.6157713691313,1,18.6157713691313,0.0423113522183072,0.453988540960091,0.0423113522183072,0.453988540960091,0.0384124176689244,0.373383584999144,0.0384124176689244,0.373383584999144,1
3.5,1,18.2698531179376,1,18.2698531179376,0.0433712082248131,0.486155452534041,0.0433712082248131,0.486155452534041,0.0396774499626043,0.385692686286061,0.0396774499626043,0.385692686286061,1
3.6,1,17.7582738326234,1,17.7582738326234,0.044368403713602,0.516649058677039,0.044368403713602,0.516649058677039,0.0409168984188476,0.397772649651172,0.0409168984188476,0.397772649651172,1
3.7,1,17.0929908928862,1,17.0929908928862,0.0453066728967854,0.545081758139522,0.0453066728967854,0.545081758139522,0.0421312811744926,0.409634711844872,0.0421312811744926,0.409634711844872,1
3.8,1,16.2889493099221,1,16.2889493099221,0.0461904922922703,0.571098846375576,0.0461904922922703,0.571098846375576,0.0433211061488137,0.421289284333577,0.0433211061488137,0.421289284333577,1
3.9,1,15.3637505584107,1,15.3637505584107,0.0470250073408653,0.594386105029486,0.0470250073408653,0.594386105029486,0.0444868712216798,0.432745854703253,0.0444868712216798,0.432745854703253,1
4,1,14.3372709933842,1,14.3372709933842,0.0478159445881503,0.614676647685446,0.0478159445881503,0.614676647685446,0.045629064403815,0.444012905648063,0.045629064403815,0.444012905648063,1
4.1,1,13.2312380540286,1,13.2312380540286,0.0485695110642566,0.631756876208305,0.0485695110642566,0.631756876208305,0.0467481640000245,0.455097853043859,0.0467481640000245,0.455097853043859,1
4.2,1,12.0687732287872,1,12.0687732287872,0.0492922827695384,0.645471418509863,0.0492922827695384,0.645471418509863,0.0478446387662964,0.466007004204454,0.0478446387662964,0.466007004204454,1
4.3,1,10.8739113396118,1,10.8739113396118,0.0499910844131727,0.655726937855817,0.0499910844131727,0.655726937855817,0.048918948061723,0.476745536998749,0.048918948061723,0.476745536998749,1
